date,number_week,rank,name,symbol,market_cap,price,circulating_supply,volume,%_1h,%_24h,%_7d
2017-04-23,16,7,NEM,XEM,282965742.0,0.03144,8999999999,0.03144,0.29,-1.63,30.22
2017-04-23,16,8,Monero,XMR,282854112.0,19.72,14344782,19.72,-0.32,-2.03,-3.42
2017-04-23,16,9,Augur,REP,128512031.0,11.68,11000000,11.68,2.0,-2.83,-2.28
2017-04-23,16,10,MaidSafeCoin,MAID,103687110.0,0.2291,452552412,0.2291,-0.51,1.34,8.61
2017-04-23,16,11,Golem,GNT,79285353.0,0.09669,820000000,0.09669,0.09,-1.41,17.70
2017-04-23,16,12,Decred,DCR,78226833.0,16.52,4736344,16.52,2.37,11.51,35.08
2017-04-23,16,13,Zcash,ZEC,76417405.0,66.34,1151981,66.34,0.07,-3.30,-7.46
2017-04-23,16,14,BitConnect,BCC,59674653.0,9.74,6124580,9.74,-0.49,-3.23,5.97
2017-04-23,16,15,PIVX,PIVX,59591170.0,1.12,53106776,1.12,-13.86,-25.59,-43.19
2017-04-23,16,16,Factom,FCT,57820621.0,6.61,8753219,6.61,0.45,3.65,2.48
2017-04-23,16,17,Stratis,STRAT,57548175.0,0.5851,98357659,0.5851,-0.9,-6.58,-11.63
2017-04-23,16,18,Dogecoin,DOGE,56922988.0,0.0005219,109078907760,0.0005219,0.51,11.96,14.40
2017-04-23,16,19,Waves,WAVES,55993575.0,0.5599,100000000,0.5599,3.82,15.96,30.06
2017-04-23,16,20,Steem,STEEM,53662897.0,0.2281,235257753,0.2281,0.59,2.04,6.46
2017-04-23,16,21,Tether,USDT,50424613.0,0.9213,54730045,0.9213,-0.01,-2.04,-7.82
2017-04-23,16,22,GameCredits,GAME,50361899.0,0.8105,62137150,0.8105,0.2,-3.93,43.96
2017-04-23,16,23,DigixDAO,DGD,39617451.0,19.81,2000000,19.81,0.05,0.04,13.89
2017-04-23,16,24,Lisk,LSK,38606725.0,0.3639,106078015,0.3639,0.99,-0.07,13.82
2017-04-23,16,25,Iconomi,ICN,36859297.0,0.4237,87000000,0.4237,0.89,-1.27,-2.98
2017-04-23,16,26,SingularDTV,SNGLS,35985075.0,0.05998,600000000,0.05998,-0.67,-5.19,8.12
2017-04-23,16,27,BitShares,BTS,33110686.0,0.01275,2597020000,0.01275,0.63,3.42,15.39
2017-04-23,16,28,Stellar,XLM,32666920.0,0.003506,9317265511,0.003506,-0.11,0.25,-5.83
2017-04-23,16,29,Bytecoin,BCN,30967376.0,0.0001694,182793662278,0.0001694,0.34,-5.71,-5.95
2017-04-23,16,30,Ardor,ARDR,30599487.0,0.03063,998999495,0.03063,-2.09,-0.48,15.55
2017-04-23,16,31,Round,ROUND,30136642.0,0.03545,850000000,0.03545,0.28,-11.57,1.09
2017-04-23,16,32,Obyte,GBYTE,23796237.0,148.47,160276,148.47,0.99,29.01,36.11
2017-04-23,16,33,FirstBlood,1ST,23474787.0,0.2744,85558371,0.2744,-0.19,-2.54,-12.63
2017-04-23,16,34,Peercoin,PPC,20568269.0,0.8559,24030031,0.8559,0.27,4.67,2.48
2017-04-23,16,35,iExec RLC,RLC,20247646.0,0.2812,71999795,0.2812,-1.51,-19.13,0.00
2017-04-23,16,36,Nxt,NXT,20047631.0,0.02007,998999983,0.02007,-0.82,-0.25,13.20
2017-04-23,16,37,Storjcoin X,SJCX,19652255.0,0.384,51173144,0.384,-0.67,0.11,20.46
2017-04-23,16,38,Lykke,LKK,19515012.0,0.1474,132437565,0.1474,0.31,14.65,126.23
2017-04-23,16,39,Emercoin,EMC,19446793.0,0.4868,39945486,0.4868,-0.51,10.44,9.28
2017-04-23,16,40,Siacoin,SC,19247967.0,0.0007601,25323730500,0.0007601,0.52,-3.17,-13.05
2017-04-23,16,41,Melon,MLN,17652276.0,29.45,599400,29.45,0.26,-2.44,-0.41
2017-04-23,16,42,Ark,ARK,17546714.0,0.1872,93750000,0.1872,-5.92,-10.60,-36.10
2017-04-23,16,43,Komodo,KMD,16560236.0,0.1642,100870036,0.1642,-1.68,-2.52,0.07
2017-04-23,16,44,Syscoin,SYS,16112188.0,0.03073,524281334,0.03073,0.73,0.44,1.98
2017-04-23,16,45,Nexus,NXS,15984439.0,0.3275,48803482,0.3275,0.16,-3.72,-3.44
2017-04-23,16,46,Zcoin,XZC,14768585.0,7.58,1948695,7.58,0.07,-6.40,7.65
2017-04-23,16,47,Gulden,NLG,14301369.0,0.04154,344268245,0.04154,-2.5,-6.82,16.54
2017-04-23,16,48,Xaurum,XAUR,13619424.0,0.1382,98563408,0.1382,-0.02,-2.22,21.87
2017-04-23,16,49,Creditbit,CRB,12671168.0,1.01,12600663,1.01,-0.19,16.72,-17.24
2017-04-23,16,50,Namecoin,NMC,12603281.0,0.8552,14736400,0.8552,-1.08,6.04,4.45
2017-04-23,16,51,BitCrystals,BCY,11685559.0,0.2828,41319672,0.2828,0.86,-5.17,-17.83
2017-04-23,16,52,BitBay,BAY,11283112.0,0.0112,1007446913,0.0112,-2.59,-9.41,131.27
2017-04-23,16,53,Crown,CRW,11215046.0,0.8387,13371762,0.8387,-0.45,-11.20,102.65
2017-04-23,16,54,BitcoinDark,BTCD,9931121.0,7.71,1288862,7.71,0.21,-3.85,-0.91
2017-04-23,16,55,Counterparty,XCP,9706522.0,3.71,2619457,3.71,1.96,-2.14,-11.00
2017-04-23,16,56,Neo,NEO,8747995.0,0.175,50000000,0.175,-0.19,-3.72,-9.13
2017-04-23,16,57,DigiByte,DGB,8485618.0,0.001047,8107031908,0.001047,-0.04,-8.64,24.70
2017-04-23,16,58,BlackCoin,BLK,8408959.0,0.1105,76092339,0.1105,0.08,-2.08,18.94
2017-04-23,16,59,Agoras Tokens,AGRS,8365965.0,0.1992,42000000,0.1992,0.21,-17.45,29.52
2017-04-23,16,60,PoSW Coin,POSW,8363398.0,0.204,41000000,0.204,-1.04,-12.03,259.93
2017-04-23,16,61,Ubiq,UBQ,8331466.0,0.2265,36785898,0.2265,-4.79,-9.47,-5.25
2017-04-23,16,62,PotCoin,POT,8295239.0,0.0383,216570435,0.0383,0.08,-3.58,-33.67
2017-04-23,16,63,HyperSpace,AMP,8184749.0,0.0995,82256324,0.0995,-1.1,-4.51,-16.60
2017-04-23,16,64,Chrono.tech,TIME,7513547.0,10.58,710113,10.58,0.98,3.34,22.81
2017-04-23,16,65,NavCoin,NAV,7421368.0,0.1218,60930862,0.1218,-0.08,-6.04,19.77
2017-04-23,16,66,Edgeless,EDG,7221004.0,0.09741,74127032,0.09741,-1.76,-9.54,-9.02
2017-04-23,16,67,Nexium,NXC,6778169.0,0.1019,66521586,0.1019,0.39,-5.21,-11.35
2017-04-23,16,68,vSlice,VSL,6588204.0,0.1973,33390496,0.1973,1.38,-0.87,45.26
2017-04-23,16,69,I/O Coin,IOC,6554242.0,0.4014,16327183,0.4014,0.88,-0.42,-33.64
2017-04-23,16,70,WeTrust,TRST,6485473.0,0.07909,82000000,0.07909,-1.45,10.94,0.00
2017-04-23,16,71,Blocknet,BLOCK,6466336.0,1.65,3910516,1.65,-3.1,12.44,95.82
2017-04-23,16,72,ION,ION,6014543.0,0.4712,12763706,0.4712,-2.75,-2.94,24.71
2017-04-23,16,73,YbCoin,YBC,6006771.0,1.99,3018644,1.99,1.23,1.48,10.27
2017-04-23,16,74,MonaCoin,MONA,5991018.0,0.1229,48734200,0.1229,-1.03,-5.18,-8.43
2017-04-23,16,75,Swarm City,SWT,5363537.0,0.9125,5877985,0.9125,-7.61,-29.86,84.04
2017-04-23,16,76,Expanse,EXP,5314423.0,0.768,6919608,0.768,1.8,-9.12,-7.62
2017-04-23,16,77,Rubycoin,RBY,5267787.0,0.2172,24253114,0.2172,1.81,3.91,-39.32
2017-04-23,16,78,Bankcoin,B@,5262365.0,1.23,4265080,1.23,3.86,20.88,112.71
2017-04-23,16,79,Skycoin,SKY,5222222.0,0.9661,5405299,0.9661,-5.72,-33.57,0.00
2017-04-23,16,80,ZClassic,ZCL,5080662.0,4.24,1199200,4.24,0.16,-1.54,1.27
2017-04-23,16,81,Radium,RADS,4933789.0,1.54,3205610,1.54,-1.42,-10.16,-11.68
2017-04-23,16,82,GridCoin,GRC,4701401.0,0.01207,389445535,0.01207,1.9,-5.83,-17.28
2017-04-23,16,83,Incent,INCNT,4632157.0,0.2013,23008312,0.2013,0.01,-12.12,59.64
2017-04-23,16,84,MonetaryUnit,MUE,4589401.0,0.0388,118279480,0.0388,-0.99,1.03,32.79
2017-04-23,16,85,ShadowCash,SDC,4552779.0,0.6845,6651723,0.6845,-0.74,25.31,-42.48
2017-04-23,16,86,Viacoin,VIA,4528849.0,0.2008,22557643,0.2008,0.1,4.41,13.18
2017-04-23,16,87,Novacoin,NVC,4380215.0,2.57,1701523,2.57,-0.08,0.81,-3.29
2017-04-23,16,88,Bitcoin Plus,XBC,4298020.0,44.99,95529,44.99,-1.28,-4.26,16.95
2017-04-23,16,89,LBRY Credits,LBC,4237302.0,0.06727,62989373,0.06727,-1.2,-9.64,-17.88
2017-04-23,16,90,Bela,BELA,4182725.0,0.125,33452550,0.125,-0.85,-0.93,8.74
2017-04-23,16,91,SolarCoin,SLR,3893789.0,0.1113,34989807,0.1113,1.77,-1.26,-5.60
2017-04-23,16,92,VPNCoin,VASH,3721494.0,0.009296,400339746,0.009296,0.52,-0.22,11.46
2017-04-23,16,93,SIBCoin,SIB,3718176.0,0.2612,14234260,0.2612,4.04,2.90,11.70
2017-04-23,16,94,Omni,OMNI,3710001.0,6.64,558658,6.64,1.15,-3.00,-10.14
2017-04-23,16,95,EDC Blockchain,EDC,3516041.0,0.0491,71615055,0.0491,-0.22,-6.99,-25.07
2017-04-23,16,96,Jupiter,JUP,3474963.0,0.255,13628655,0.255,4.3,0.03,88.77
2017-04-23,16,97,Burst,BURST,3457834.0,0.001971,1754525978,0.001971,-0.51,-2.86,-17.45
2017-04-23,16,98,Clams,CLAM,3440689.0,1.54,2228782,1.54,0.76,-2.65,-13.96
2017-04-23,16,99,Primecoin,XPM,3421148.0,0.1815,18847412,0.1815,1.9,3.67,14.55
2017-04-23,16,100,Advanced Technology Coin,ARC,3383577.0,0.147,23024116,0.147,-6.16,27.45,-17.60
2017-04-23,16,101,Vertcoin,VTC,3270526.0,0.09791,33403527,0.09791,-0.66,-5.90,-4.86
2017-04-23,16,102,Pepe Cash,PEPECASH,3193837.0,0.00455,701884009,0.00455,0.36,4.63,1.36
2017-04-23,16,103,LoMoCoin,LMC,3159010.0,0.01533,206004704,0.01533,0.39,20.91,7.90
2017-04-23,16,104,SuperNET,UNITY,3051239.0,3.74,816061,3.74,0.23,-5.81,-38.70
2017-04-23,16,105,Donu,DONU,3033685.0,0.9213,3292789,0.9213,-0.55,1.90,0.40
2017-04-23,16,106,HEAT,HEAT,2996443.0,0.1177,25458608,0.1177,-1.08,-4.86,-14.04
2017-04-23,16,107,NautilusCoin,NAUT,2937892.0,0.1816,16180000,0.1816,0.35,-9.06,-21.94
2017-04-23,16,108,GoldCoin,GLC,2837380.0,0.07065,40160628,0.07065,-0.67,-0.72,-3.51
2017-04-23,16,109,Veros,VRS,2825956.0,0.03855,73301227,0.03855,0.23,138.14,54.99
2017-04-23,16,110,Golos,GOLOS,2734167.0,0.02249,121597710,0.02249,-0.43,-6.81,-8.34
2017-04-23,16,111,Aeon,AEON,2704857.0,0.1933,13994036,0.1933,0.21,-11.61,-13.64
2017-04-23,16,112,Pascal,PASC,2587024.0,0.2991,8648800,0.2991,2.24,-0.53,-4.69
2017-04-23,16,113,CloakCoin,CLOAK,2585532.0,0.5187,4985056,0.5187,17.94,35.41,57.71
2017-04-23,16,114,FairCoin,FAIR,2576648.0,0.04857,53047465,0.04857,0.13,12.56,30.81
2017-04-23,16,115,Feathercoin,FTC,2438668.0,0.01529,159468200,0.01529,0.23,4.32,28.12
2017-04-23,16,116,Global Currency Reserve,GCR,2396126.0,0.02338,102465902,0.02338,1.06,-14.20,20.08
2017-04-23,16,117,SaluS,SLS,2357228.0,2.35,1003211,2.35,1.64,6.17,17.45
2017-04-23,16,118,Jinn,JINN,2354890.0,40.12,58703,40.12,-0.88,0.00,24.15
2017-04-23,16,119,Energycoin,ENRG,2333123.0,0.01931,120835133,0.01931,0.2,-6.14,65.14
2017-04-23,16,120,SpreadCoin,SPR,2309593.0,0.2926,7892274,0.2926,4.43,8.29,-1.71
2017-04-23,16,121,VeriCoin,VRC,2300197.0,0.0763,30147774,0.0763,-0.05,-2.81,-13.80
2017-04-23,16,122,BitSend,BSD,2296248.0,0.1551,14800200,0.1551,0.95,10.41,10.21
2017-04-23,16,123,Waves Community Token,WCT,2280094.0,0.57,4000000,0.57,2.89,24.91,-0.34
2017-04-23,16,124,Shift,SHIFT,2116353.0,0.1977,10704889,0.1977,1.3,-7.21,-8.30
2017-04-23,16,125,Einsteinium,EMC2,2066032.0,0.009845,209858408,0.009845,1.21,-2.94,-23.63
2017-04-23,16,126,ReddCoin,RDD,2050517.0,0.00007251,28279196459,0.00007251,5.9,1.28,5.47
2017-04-23,16,127,FLO,FLO,2018244.0,0.01625,124197561,0.01625,1.22,-2.21,-1.61
2017-04-23,16,128,Pinkcoin,PINK,1901886.0,0.006187,307383050,0.006187,0.03,-11.40,-41.83
2017-04-23,16,129,CryptoCarbon,CCRB,1862963.0,0.523,3562111,0.523,3.75,-4.80,-13.61
2017-04-23,16,130,Unobtanium,UNO,1726430.0,8.73,197689,8.73,-0.15,-1.39,26.46
2017-04-23,16,131,Gambit,GAM,1700166.0,1.32,1284083,1.32,0.21,-7.70,36.21
2017-04-23,16,132,EarthCoin,EAC,1696623.0,0.0001815,9346468332,0.0001815,1.21,3.43,18.04
2017-04-23,16,133,Groestlcoin,GRS,1683952.0,0.02502,67295086,0.02502,-3.13,-2.83,-4.57
2017-04-23,16,134,Asch,XAS,1644928.0,0.02193,75000000,0.02193,8.63,-6.23,10.92
2017-04-23,16,135,OKCash,OK,1629057.0,0.02294,71011571,0.02294,-0.92,23.36,84.65
2017-04-23,16,136,Bitmark,BTM,1582407.0,0.4056,3901180,0.4056,0.64,-22.35,-19.21
2017-04-23,16,137,Curecoin,CURE,1572206.0,0.05948,26431310,0.05948,-0.57,-5.83,-55.57
2017-04-23,16,138,Auroracoin,AUR,1545841.0,0.1785,8658139,0.1785,0.51,-0.71,2.57
2017-04-23,16,139,Safex Token,SFT,1516815.0,0.0007063,2147483647,0.0007063,5.26,-14.43,-11.90
2017-04-23,16,140,Vcash,XVC,1458192.0,0.09584,15215135,0.09584,0.65,-1.53,-17.97
2017-04-23,16,141,DNotes,NOTE,1443818.0,0.01302,110895736,0.01302,1.55,-9.05,-19.85
2017-04-23,16,142,Centurion,CNT,1422085.0,0.03181,44700401,0.03181,0.14,16.70,8.45
2017-04-23,16,143,Boolberry,BBR,1357645.0,0.1434,9465630,0.1434,1.97,-5.35,-67.45
2017-04-23,16,144,Verge,XVG,1297272.0,0.00009674,13409472280,0.00009674,0.59,8.74,-22.96
2017-04-23,16,145,Yocoin,YOC,1277057.0,0.01364,93618830,0.01364,1.35,-18.31,-38.72
2017-04-23,16,146,Diamond,DMD,1271976.0,0.6168,2062122,0.6168,0.21,-4.49,5.73
2017-04-23,16,147,FoldingCoin,FLDC,1247604.0,0.002678,465833654,0.002678,2.17,-4.23,-25.24
2017-04-23,16,148,Steem Dollars,SBD,1187927.0,1.13,1052155,1.13,4.77,6.49,0.67
2017-04-23,16,149,DigitalNote,XDN,1185543.0,0.0001723,6879146274,0.0001723,0.07,-3.35,1.90
2017-04-23,16,150,Asiadigicoin,ADCN,1162347.0,0.04662,24931054,0.04662,0.18,-6.49,54.01
2017-04-23,16,151,Mercury,MER,1114056.0,0.01114,100000000,0.01114,-4.72,-30.69,272.61
2017-04-23,16,152,Atmos,ATMOS,1087764.0,0.01088,100022420,0.01088,0.21,-13.68,0.00
2017-04-23,16,153,InsaneCoin,INSANE,1062476.0,0.05794,18337166,0.05794,-0.03,-16.28,158.93
2017-04-23,16,154,Ethereum Movie Venture,EMV,1044395.0,0.159,6566666,0.159,-61.2,-64.36,0.00
2017-04-23,16,155,Project Decorum,PDC,1040011.0,0.0208,50000000,0.0208,0.22,0.49,14.76
2017-04-23,16,156,Riecoin,RIC,1018534.0,0.0308,33065375,0.0308,0.04,2.11,-4.99
2017-04-23,16,157,Wild Beast Block,WBB,1010139.0,0.4423,2283843,0.4423,0.13,-6.03,-15.28
2017-04-23,16,158,TransferCoin,TX,1002892.0,0.1694,5919852,0.1694,-0.8,-10.96,14.28
2017-04-23,16,159,WorldCoin,WDC,1000418.0,0.00877,114069198,0.00877,9.37,9.91,39.92
2017-04-23,16,160,Megacoin,MEC,984020.0,0.02992,32886450,0.02992,-0.08,-0.12,35.26
2017-04-23,16,161,Sphere,SPHR,967657.0,0.3139,3082940,0.3139,0.21,4.19,3.47
2017-04-23,16,162,OBITS,OBITS,965756.0,0.09744,9910800,0.09744,2.2,-1.92,-11.40
2017-04-23,16,163,BoostCoin,BOST,964313.0,0.08134,11855487,0.08134,-3.45,-6.15,21.63
2017-04-23,16,164,vTorrent,VTR,958525.0,0.08862,10815966,0.08862,0.24,-16.31,-24.64
2017-04-23,16,165,Triggers,TRIG,913531.0,0.02845,32105593,0.02845,-4.07,-8.52,-17.10
2017-04-23,16,166,Bata,BTA,912811.0,0.1849,4937630,0.1849,1.63,-8.26,54.12
2017-04-23,16,167,DubaiCoin,DBIC,904425.0,0.1523,5937465,0.1523,0.05,10.23,-11.45
2017-04-23,16,168,Veltor,VLT,867871.0,1.57,553005,1.57,0.21,-4.95,27.01
2017-04-23,16,169,Dynamic,DYN,856885.0,0.5432,1577347,0.5432,6.54,0.15,-8.04
2017-04-23,16,170,Spectrecoin,XSPEC,847333.0,0.04177,20285714,0.04177,-1.43,-8.25,43.21
2017-04-23,16,171,Janus,JNS,814065.0,0.04956,16424489,0.04956,-0.41,5.42,11.94
2017-04-23,16,172,Hacker Gold,HKG,790915.0,0.04909,16110893,0.04909,0.14,-8.46,-5.60
2017-04-23,16,173,Pura,PURA,787626.0,0.003619,217659350,0.003619,0.71,24.67,8081.38
2017-04-23,16,174,HunterCoin,HUC,762566.0,0.04467,17069330,0.04467,0.57,-3.93,-14.69
2017-04-23,16,175,Quark,QRK,754397.0,0.003016,250101047,0.003016,0.21,6.56,7.25
2017-04-23,16,176,AudioCoin,ADC,740281.0,0.0009333,793198644,0.0009333,-0.3,-7.31,63.34
2017-04-23,16,177,HiCoin,XHI,731980.0,0.003858,189729990,0.003858,-2.73,-3.63,-12.03
2017-04-23,16,178,Musicoin,MUSIC,710773.0,0.006158,115422004,0.006158,-2.49,-6.74,-19.26
2017-04-23,16,179,Sequence,SEQ,701981.0,0.01574,44592813,0.01574,0.44,-4.53,-10.96
2017-04-23,16,180,ZcCoin,ZCC,689695.0,0.01119,61657044,0.01119,1.3,-0.33,17.87
2017-04-23,16,181,Rise,RISE,688833.0,0.006414,107387215,0.006414,-2.53,1.77,41.53
2017-04-23,16,182,HappyPay,HPAY,683822.0,0.06269,10908400,0.06269,-0.22,1150.86,0.00
2017-04-23,16,183,Fantomcoin,FCN,652467.0,0.1147,5689208,0.1147,-0.28,36.16,31.35
2017-04-23,16,184,ExclusiveCoin,EXCL,642964.0,0.1593,4037318,0.1593,-3.26,-4.81,18.02
2017-04-23,16,185,AsiaCoin,AC,621175.0,0.000792,784301739,0.000792,2.53,27.31,25.10
2017-04-23,16,186,Nano,NANO,609844.0,0.01029,59292027,0.01029,0.38,3.22,-3.73
2017-04-23,16,187,Infinitecoin,IFC,599069.0,0.000006613,90596274910,0.000006613,0.0,5.29,18.21
2017-04-23,16,188,Adzcoin,ADZ,598162.0,0.01095,54602040,0.01095,7.24,-4.51,-21.07
2017-04-23,16,189,bitCNY,BITCNY,583090.0,0.1405,4149930,0.1405,-0.02,-0.13,-1.14
2017-04-23,16,190,Woodcoin,LOG,582204.0,0.07246,8035193,0.07246,0.21,33.65,90.99
2017-04-23,16,191,Digitalcoin,DGC,561039.0,0.01631,34389793,0.01631,-0.61,-2.70,36.73
2017-04-23,16,192,EuropeCoin,ERC,559475.0,0.05729,9764958,0.05729,-5.19,23.28,24.25
2017-04-23,16,193,Bean Cash,BITB,552090.0,0.000291,1897438000,0.000291,-6.71,-33.30,109.93
2017-04-23,16,194,Qwark,QWARK,533346.0,0.03581,14895501,0.03581,0.21,3.39,11.92
2017-04-23,16,195,TrumpCoin,TRUMP,494472.0,0.07566,6535036,0.07566,-0.05,-1.21,2.04
2017-04-23,16,196,PutinCoin,PUT,482472.0,0.004011,120296715,0.004011,0.57,-12.76,-20.54
2017-04-23,16,197,Bitswift,BITS,471618.0,0.1162,4059161,0.1162,0.24,-5.45,2.99
2017-04-23,16,198,Myriad,XMY,470008.0,0.0003183,1476750246,0.0003183,-5.02,-8.67,-74.73
2017-04-23,16,199,Cryptonite,XCN,454039.0,0.001432,317008231,0.001432,0.88,-8.22,-0.91
2017-04-23,16,200,Synergy,SNRG,451763.0,0.1689,2675107,0.1689,0.21,7.15,3.60
2017-04-30,17,1,Bitcoin,BTC,21975158882.0,1347.89,16303337,1347.89,0.27,1.96,11.23
2017-04-30,17,2,Ethereum,ETH,7206674282.0,79.02,91199196,79.02,2.23,14.55,61.53
2017-04-30,17,3,XRP,XRP,1955141864.0,0.05161,37884902021,0.05161,-0.06,-4.63,66.11
2017-04-30,17,4,Litecoin,LTC,799087242.0,15.71,50879132,15.71,-0.33,0.21,13.69
2017-04-30,17,5,Dash,DASH,664882750.0,91.55,7262717,91.55,0.68,-3.63,32.25
2017-04-30,17,6,Ethereum Classic,ETC,594208137.0,6.52,91187235,6.52,0.3,20.65,82.36
2017-04-30,17,7,NEM,XEM,458693314.0,0.05097,8999999999,0.05097,1.01,5.48,63.09
2017-04-30,17,8,Monero,XMR,341259568.0,23.72,14384476,23.72,0.64,3.55,19.60
2017-04-30,17,9,Augur,REP,184619724.0,16.78,11000000,16.78,-0.16,0.40,42.72
2017-04-30,17,10,Golem,GNT,180337780.0,0.2199,820000000,0.2199,-0.38,29.69,126.97
2017-04-30,17,11,MaidSafeCoin,MAID,114767522.0,0.2536,452552412,0.2536,-2.66,-3.19,8.91
2017-04-30,17,12,Zcash,ZEC,112048490.0,93.20,1202206,93.20,-0.78,-3.38,39.41
2017-04-30,17,13,PIVX,PIVX,89735754.0,1.69,53196085,1.69,-1.79,-1.11,31.72
2017-04-30,17,14,Dogecoin,DOGE,81479210.0,0.0007463,109175371038,0.0007463,0.92,1.21,45.26
2017-04-30,17,15,Decred,DCR,75931696.0,15.85,4790092,15.85,0.03,1.65,-5.55
2017-04-30,17,16,Stratis,STRAT,72057104.0,0.7325,98366676,0.7325,-0.48,0.98,22.24
2017-04-30,17,17,Factom,FCT,70755426.0,8.08,8753219,8.08,-0.5,0.27,22.00
2017-04-30,17,18,SingularDTV,SNGLS,66733213.0,0.1112,600000000,0.1112,5.69,26.70,83.69
2017-04-30,17,19,Steem,STEEM,65374702.0,0.2779,235208205,0.2779,-0.64,-5.06,23.29
2017-04-30,17,20,Lisk,LSK,62600537.0,0.5885,106379215,0.5885,2.62,11.30,61.64
2017-04-30,17,21,Waves,WAVES,59373915.0,0.5937,100000000,0.5937,-1.31,1.22,7.22
2017-04-30,17,22,Tether,USDT,59033939.0,0.9369,63012951,0.9369,0.02,-0.04,1.73
2017-04-30,17,23,DigixDAO,DGD,56981365.0,28.49,2000000,28.49,-3.1,0.64,43.41
2017-04-30,17,24,GameCredits,GAME,55340110.0,0.8906,62137150,0.8906,1.64,-1.39,9.22
2017-04-30,17,25,BitConnect,BCC,54693916.0,8.88,6156091,8.88,-0.97,-0.84,-9.21
2017-04-30,17,26,Ardor,ARDR,51530825.0,0.05158,998999495,0.05158,-0.12,2.79,64.22
2017-04-30,17,27,iExec RLC,RLC,49836282.0,0.6383,78070793,0.6383,-1.81,21.31,117.71
2017-04-30,17,28,Round,ROUND,48367275.0,0.0569,850000000,0.0569,1.95,-13.66,61.31
2017-04-30,17,29,Iconomi,ICN,45428863.0,0.5222,87000000,0.5222,1.2,-1.88,23.00
2017-04-30,17,30,Stellar,XLM,45092641.0,0.00484,9317265511,0.00484,-0.16,-3.15,37.54
2017-04-30,17,31,BitShares,BTS,42758110.0,0.01646,2598300000,0.01646,-1.34,6.47,30.10
2017-04-30,17,32,Bytecoin,BCN,36931414.0,0.000202,182825559092,0.000202,-1.49,7.36,18.58
2017-04-30,17,33,Obyte,GBYTE,34496501.0,215.23,160276,215.23,2.39,-2.49,45.72
2017-04-30,17,34,FirstBlood,1ST,33095532.0,0.3868,85558371,0.3868,2.87,10.07,41.66
2017-04-30,17,35,Nxt,NXT,31997751.0,0.03203,998999983,0.03203,1.16,5.87,57.54
2017-04-30,17,36,Siacoin,SC,31847885.0,0.001248,25521803375,0.001248,2.72,28.98,65.82
2017-04-30,17,37,Syscoin,SYS,30096075.0,0.05739,524438816,0.05739,3.57,8.96,87.23
2017-04-30,17,38,Peercoin,PPC,29786735.0,1.24,24061938,1.24,0.41,0.25,44.72
2017-04-30,17,39,Emercoin,EMC,27217181.0,0.681,39964044,0.681,1.62,7.83,38.35
2017-04-30,17,40,Melon,MLN,22808814.0,38.05,599400,38.05,1.18,5.57,28.89
2017-04-30,17,41,Storjcoin X,SJCX,21303732.0,0.4163,51173144,0.4163,0.1,-0.78,7.85
2017-04-30,17,42,Komodo,KMD,19347123.0,0.1917,100899790,0.1917,-0.18,4.29,16.95
2017-04-30,17,43,WeTrust,TRST,18629612.0,0.2022,92147500,0.2022,2.33,15.85,178.18
2017-04-30,17,44,Ark,ARK,18121342.0,0.1915,94611982,0.1915,-0.6,-2.70,-0.29
2017-04-30,17,45,Lykke,LKK,18095760.0,0.135,134075903,0.135,0.0,-0.04,-8.95
2017-04-30,17,46,Neo,NEO,18004972.0,0.3601,50000000,0.3601,1.2,27.84,106.87
2017-04-30,17,47,Namecoin,NMC,17408598.0,1.18,14736400,1.18,0.12,-0.97,38.12
2017-04-30,17,48,YbCoin,YBC,16763110.0,5.55,3018673,5.55,5.14,36.43,179.98
2017-04-30,17,49,Nexus,NXS,16574048.0,0.3383,48992750,0.3383,1.33,3.29,2.89
2017-04-30,17,50,Xaurum,XAUR,16058114.0,0.1544,103999631,0.1544,0.41,5.21,11.18
2017-04-30,17,51,NavCoin,NAV,15784485.0,0.2589,60959541,0.2589,0.04,20.42,112.04
2017-04-30,17,52,Zcoin,XZC,15089499.0,7.53,2002650,7.53,0.14,-6.09,-0.81
2017-04-30,17,53,Agoras Tokens,AGRS,14718959.0,0.3505,42000000,0.3505,18.42,34.57,69.45
2017-04-30,17,54,Creditbit,CRB,14637780.0,1.16,12611245,1.16,1.6,18.33,9.19
2017-04-30,17,55,Crown,CRW,13420855.0,0.9972,13458009,0.9972,-4.04,17.41,23.44
2017-04-30,17,56,BitCrystals,BCY,13209369.0,0.3197,41319672,0.3197,-0.8,5.50,12.98
2017-04-30,17,57,Gulden,NLG,12502531.0,0.03627,344675045,0.03627,-0.99,-6.30,-15.62
2017-04-30,17,58,Counterparty,XCP,12126692.0,4.63,2619457,4.63,1.28,4.22,27.01
2017-04-30,17,59,BlackCoin,BLK,11718491.0,0.154,76105885,0.154,-1.87,15.49,38.20
2017-04-30,17,60,BitcoinDark,BTCD,11462859.0,8.89,1288862,8.89,0.15,1.57,15.61
2017-04-30,17,61,Matchpool,GUP,10233988.0,0.1706,60000000,0.1706,-4.32,0.00,-72.35
2017-04-30,17,62,BitBay,BAY,10155308.0,0.01008,1007460524,0.01008,-0.36,12.95,-5.75
2017-04-30,17,63,PotCoin,POT,9495122.0,0.04383,216628264,0.04383,0.18,1.28,13.63
